"source","fragmentation_index","frag_ea_c","marginal_effect","ci_low","ci_high","ci_low_68","ci_high_68"
"Direct euro area EA-MD factors",84.4775073302703,-15.5224926697297,0.40705123241824,-2.61890113359485,3.43300359843133,-1.13680201554762,1.9509044803841
"Direct euro area EA-MD factors",84.9618854754714,-15.0381145245286,0.357670150087778,-2.56712163422332,3.28246193439888,-1.1345705561934,1.84991085636895
"Direct euro area EA-MD factors",85.4462636206725,-14.5537363793275,0.308289067757315,-2.51549209325914,3.13207022877377,-1.13241560623067,1.7489937417453
"Direct euro area EA-MD factors",85.9306417658736,-14.0693582341264,0.258907985426853,-2.4640291994148,2.98184517026851,-1.13034568030868,1.64816165116239
"Direct euro area EA-MD factors",86.4150199110747,-13.5849800889253,0.209526903096391,-2.412752178813,2.83180598500578,-1.12837058767371,1.54742439386649
"Direct euro area EA-MD factors",86.8993980562757,-13.1006019437243,0.160145820765929,-2.36168328878729,2.68197493031915,-1.12650168410816,1.44679332564002
"Direct euro area EA-MD factors",87.3837762014768,-12.6162237985232,0.110764738435467,-2.31084842962103,2.53237790649197,-1.12475218404234,1.34628166091327
"Direct euro area EA-MD factors",87.8681543466779,-12.1318456533221,0.061383656105005,-2.26027790776763,2.38304521997764,-1.12313754995246,1.24590486216247
"Direct euro area EA-MD factors",88.352532491879,-11.647467508121,0.0120025737745428,-2.21000739518749,2.23401254273657,-1.12167598181833,1.14568112936742
"Direct euro area EA-MD factors",88.8369106370801,-11.1630893629199,-0.0373785085559193,-2.16007914470648,2.08532212759464,-1.12038903720416,1.04563202009233
"Direct euro area EA-MD factors",89.3212887822812,-10.6787112177188,-0.0867595908863814,-2.1105435424992,1.93702436072644,-1.1193024233419,0.945783241569137
"Direct euro area EA-MD factors",89.8056669274822,-10.1943330725178,-0.136140673216844,-2.06146110847987,1.78917976204618,-1.1184470177388,0.846165671305109
"Direct euro area EA-MD factors",90.2900450726833,-9.70995492731668,-0.185521755547306,-2.01290509727434,1.64186158617973,-1.11786019520396,0.746816684109346
"Direct euro area EA-MD factors",90.7744232178844,-9.2255767821156,-0.234902837877768,-1.96496491200857,1.49515923625303,-1.11758756957716,0.647781893821619
"Direct euro area EA-MD factors",91.2588013630855,-8.74119863691452,-0.28428392020823,-1.91775062835207,1.34918278793562,-1.11768530191427,0.549117461497813
"Direct euro area EA-MD factors",91.7431795082866,-8.25682049171344,-0.333665002538692,-1.87139904860357,1.20406904352618,-1.11822318930649,0.450893184229101
"Direct euro area EA-MD factors",92.2275576534877,-7.77244234651235,-0.383046084869154,-1.82608188130112,1.05998971156281,-1.11928883815077,0.353196668412462
"Direct euro area EA-MD factors",92.7119357986887,-7.28806420131127,-0.432427167199616,-1.78201689251812,0.917162558118888,-1.12099335358661,0.256139019187376
"Direct euro area EA-MD factors",93.1963139438898,-6.80368605611019,-0.481808249530078,-1.73948322627516,0.775866727215002,-1.12347915603267,0.159862656972514
"Direct euro area EA-MD factors",93.6806920890909,-6.31930791090911,-0.53118933186054,-1.69884256425466,0.636463900533581,-1.12693077695958,0.064552113238501
"Direct euro area EA-MD factors",94.165070234292,-5.83492976570803,-0.580570414191003,-1.66056837652907,0.499427548147062,-1.13158978273083,-0.0295510456511737
"Direct euro area EA-MD factors",94.6494483794931,-5.35055162050695,-0.629951496521465,-1.62528607832426,0.365383085281327,-1.13777526274738,-0.12212773029555
"Direct euro area EA-MD factors",95.1338265246941,-4.86617347530586,-0.679332578851927,-1.59382700986556,0.235161852161702,-1.14591137018541,-0.212753787518443
"Direct euro area EA-MD factors",95.6182046698952,-4.38179533010478,-0.728713661182389,-1.56729758812207,0.109870265757293,-1.15656260349855,-0.300864718866225
"Direct euro area EA-MD factors",96.1025828150963,-3.8974171849037,-0.778094743512851,-1.54715894384495,-0.00903054318075414,-1.17047443755984,-0.385715049465863
"Direct euro area EA-MD factors",96.5869609602974,-3.41303903970262,-0.827475825843313,-1.535296629075,-0.119655022611625,-1.18860888871662,-0.466342762970003
